1: Cell Index,2: Num Nuclei,1: Cell Length,2: Nuc Area,1: Cell Area,2/2: Mean Nuc Int,1: Cell Width,2: Whole Cell Int,2: Background Int,2/2: BkgdSubt Nuc Int,2: BkgdSubt WC Int
117,1,2771059.90093564,1145804160000,1635480600000,0,791021.818949676,94.9297830374753,94,-94,0.929783037475346
118,2,3499464.44630881,674192200000,2186447240000,0,809819.440149267,92.358217763352,94,-94,-1.64178223664798
119,1,3395764.41643243,1507093760000,2123221560000,0,814266.136002837,88.7280461865694,94,-94,-5.27195381343057
120,2,3877316.46905951,205160880000,2505801440000,99,852670.366052997,88.4549433573635,94,5,-5.54505664263645
121,2,4311257.43574891,1456771280000,2685155920000,0,824107.443359367,90.7260932244113,94,-94,-3.27390677558866
122,2,3665836.37747278,200644760000,2492898240000,94.6881028938907,895867.637996913,91.6001552795031,94,0.688102893890672,-2.3998447204969
123,2,3143542.76445738,599353640000,1877415600000,0,798429.517942638,93.6288659793814,94,-94,-0.371134020618555
124,2,4759975.74580741,242580160000,2974187600000,96.5372340425532,838914.058705882,91.4867678958785,94,2.53723404255319,-2.51323210412147
125,1,2761125.12717504,1134191280000,1789028680000,0,843867.543468976,85.7875946628201,94,-94,-8.21240533717994
126,3,4591504.62082294,581934320000,2902574840000,0,845188.516350991,89.1369193154034,94,-94,-4.86308068459658
127,1,3706313.11989188,1227739480000,2346446920000,0,832053.862866516,91.1965905966456,94,-94,-2.80340940335441
128,1,4587675.86922273,2105157080000,2945800560000,0,863356.452268393,91.2078405606658,94,-94,-2.79215943933421
129,1,3964734.29135237,1085804280000,2532253000000,0,850135.692654483,86.9615286624204,94,-94,-7.03847133757962
130,2,5110061.03373949,1501287320000,3240638680000,0,841350.952094394,84.7798128608401,94,-94,-9.22018713915986
131,1,4862296.49445962,1454835800000,3069671280000,0,839734.712196857,85.9457755359395,94,-94,-8.05422446406052
